Datum;Grupp;Serie;Värde
2017-05-23;Valutor mot svenska kronor;1 NOK;1,04103
2017-05-24;Valutor mot svenska kronor;1 NOK;1,03705
2017-05-26;Valutor mot svenska kronor;1 NOK;1,03337
2017-05-29;Valutor mot svenska kronor;1 NOK;1,0351
2017-05-30;Valutor mot svenska kronor;1 NOK;1,03766
2017-05-31;Valutor mot svenska kronor;1 NOK;1,03259
2017-06-01;Valutor mot svenska kronor;1 NOK;1,03218
2017-06-02;Valutor mot svenska kronor;1 NOK;1,02719
2017-06-05;Valutor mot svenska kronor;1 NOK;1,02752
2017-06-07;Valutor mot svenska kronor;1 NOK;1,02617
2017-06-08;Valutor mot svenska kronor;1 NOK;1,02648
2017-06-09;Valutor mot svenska kronor;1 NOK;1,02512
2017-06-12;Valutor mot svenska kronor;1 NOK;1,02756
2017-06-13;Valutor mot svenska kronor;1 NOK;1,03309
2017-06-14;Valutor mot svenska kronor;1 NOK;1,03113
2017-06-15;Valutor mot svenska kronor;1 NOK;1,03062
2017-06-16;Valutor mot svenska kronor;1 NOK;1,03019
2017-06-19;Valutor mot svenska kronor;1 NOK;1,02994
2017-06-20;Valutor mot svenska kronor;1 NOK;1,03144
2017-06-21;Valutor mot svenska kronor;1 NOK;1,02617
2017-06-22;Valutor mot svenska kronor;1 NOK;1,02617
2017-06-26;Valutor mot svenska kronor;1 NOK;1,03242
2017-06-27;Valutor mot svenska kronor;1 NOK;1,0285
2017-06-28;Valutor mot svenska kronor;1 NOK;1,02002
2017-06-29;Valutor mot svenska kronor;1 NOK;1,01629
2017-06-30;Valutor mot svenska kronor;1 NOK;1,00994
2017-07-03;Valutor mot svenska kronor;1 NOK;1,01113
2017-07-04;Valutor mot svenska kronor;1 NOK;1,0166
2017-07-05;Valutor mot svenska kronor;1 NOK;1,01975
2017-07-06;Valutor mot svenska kronor;1 NOK;1,01185
2017-07-07;Valutor mot svenska kronor;1 NOK;1,0083
2017-07-10;Valutor mot svenska kronor;1 NOK;1,01037
2017-07-11;Valutor mot svenska kronor;1 NOK;1,01147
2017-07-12;Valutor mot svenska kronor;1 NOK;1,01512
2017-07-13;Valutor mot svenska kronor;1 NOK;1,01446
2017-07-14;Valutor mot svenska kronor;1 NOK;1,014
2017-07-17;Valutor mot svenska kronor;1 NOK;1,01739
2017-07-18;Valutor mot svenska kronor;1 NOK;1,01953
2017-07-19;Valutor mot svenska kronor;1 NOK;1,02624
2017-07-20;Valutor mot svenska kronor;1 NOK;1,02805
2017-07-21;Valutor mot svenska kronor;1 NOK;1,02407
2017-07-24;Valutor mot svenska kronor;1 NOK;1,02617
2017-07-25;Valutor mot svenska kronor;1 NOK;1,02648
2017-07-26;Valutor mot svenska kronor;1 NOK;1,02886
2017-07-27;Valutor mot svenska kronor;1 NOK;1,03484
2017-07-28;Valutor mot svenska kronor;1 NOK;1,03101
2017-07-31;Valutor mot svenska kronor;1 NOK;1,02683
2017-08-01;Valutor mot svenska kronor;1 NOK;1,02546
2017-08-02;Valutor mot svenska kronor;1 NOK;1,0244
2017-08-03;Valutor mot svenska kronor;1 NOK;1,02497
2017-08-04;Valutor mot svenska kronor;1 NOK;1,02583
2017-08-07;Valutor mot svenska kronor;1 NOK;1,02416
2017-08-08;Valutor mot svenska kronor;1 NOK;1,03
2017-08-09;Valutor mot svenska kronor;1 NOK;1,02764
2017-08-10;Valutor mot svenska kronor;1 NOK;1,02757
2017-08-11;Valutor mot svenska kronor;1 NOK;1,02182
2017-08-14;Valutor mot svenska kronor;1 NOK;1,02516
2017-08-15;Valutor mot svenska kronor;1 NOK;1,01666
2017-08-16;Valutor mot svenska kronor;1 NOK;1,01659
2017-08-17;Valutor mot svenska kronor;1 NOK;1,02154
2017-08-18;Valutor mot svenska kronor;1 NOK;1,02161
2017-08-21;Valutor mot svenska kronor;1 NOK;1,02401
2017-08-22;Valutor mot svenska kronor;1 NOK;1,02341
2017-08-23;Valutor mot svenska kronor;1 NOK;1,02497
2017-08-24;Valutor mot svenska kronor;1 NOK;1,02708
2017-08-25;Valutor mot svenska kronor;1 NOK;1,02904
2017-08-28;Valutor mot svenska kronor;1 NOK;1,02607
2017-08-29;Valutor mot svenska kronor;1 NOK;1,02663
2017-08-30;Valutor mot svenska kronor;1 NOK;1,02365
2017-08-31;Valutor mot svenska kronor;1 NOK;1,02111
2017-09-01;Valutor mot svenska kronor;1 NOK;1,02366
2017-09-04;Valutor mot svenska kronor;1 NOK;1,02344
2017-09-05;Valutor mot svenska kronor;1 NOK;1,01972
2017-09-06;Valutor mot svenska kronor;1 NOK;1,02448
2017-09-07;Valutor mot svenska kronor;1 NOK;1,02194
2017-09-08;Valutor mot svenska kronor;1 NOK;1,02585
2017-09-11;Valutor mot svenska kronor;1 NOK;1,02242
2017-09-12;Valutor mot svenska kronor;1 NOK;1,0194
2017-09-13;Valutor mot svenska kronor;1 NOK;1,0166
2017-09-14;Valutor mot svenska kronor;1 NOK;1,01818
2017-09-15;Valutor mot svenska kronor;1 NOK;1,01441
2017-09-18;Valutor mot svenska kronor;1 NOK;1,01593
2017-09-19;Valutor mot svenska kronor;1 NOK;1,01853
2017-09-20;Valutor mot svenska kronor;1 NOK;1,01905
2017-09-21;Valutor mot svenska kronor;1 NOK;1,017
2017-09-22;Valutor mot svenska kronor;1 NOK;1,02228
2017-09-25;Valutor mot svenska kronor;1 NOK;1,02334
2017-09-26;Valutor mot svenska kronor;1 NOK;1,03022
2017-09-27;Valutor mot svenska kronor;1 NOK;1,02774
2017-09-28;Valutor mot svenska kronor;1 NOK;1,02389
2017-09-29;Valutor mot svenska kronor;1 NOK;1,0205
2017-10-02;Valutor mot svenska kronor;1 NOK;1,02198
2017-10-03;Valutor mot svenska kronor;1 NOK;1,01967
2017-10-04;Valutor mot svenska kronor;1 NOK;1,0183
2017-10-05;Valutor mot svenska kronor;1 NOK;1,01801
2017-10-06;Valutor mot svenska kronor;1 NOK;1,01538
2017-10-09;Valutor mot svenska kronor;1 NOK;1,01577
2017-10-10;Valutor mot svenska kronor;1 NOK;1,01497
2017-10-11;Valutor mot svenska kronor;1 NOK;1,01555
2017-10-12;Valutor mot svenska kronor;1 NOK;1,02103
2017-10-13;Valutor mot svenska kronor;1 NOK;1,02762
2017-10-16;Valutor mot svenska kronor;1 NOK;1,02881
2017-10-17;Valutor mot svenska kronor;1 NOK;1,0262
2017-10-18;Valutor mot svenska kronor;1 NOK;1,02817
2017-10-19;Valutor mot svenska kronor;1 NOK;1,02432
2017-10-20;Valutor mot svenska kronor;1 NOK;1,02242
2017-10-23;Valutor mot svenska kronor;1 NOK;1,02449
2017-10-24;Valutor mot svenska kronor;1 NOK;1,02407
2017-10-25;Valutor mot svenska kronor;1 NOK;1,02952
2017-10-26;Valutor mot svenska kronor;1 NOK;1,0234
2017-10-27;Valutor mot svenska kronor;1 NOK;1,02132
2017-10-30;Valutor mot svenska kronor;1 NOK;1,02299
2017-10-31;Valutor mot svenska kronor;1 NOK;1,02279
2017-11-01;Valutor mot svenska kronor;1 NOK;1,02538
2017-11-02;Valutor mot svenska kronor;1 NOK;1,02971
2017-11-03;Valutor mot svenska kronor;1 NOK;1,03102
2017-11-06;Valutor mot svenska kronor;1 NOK;1,03135
2017-11-07;Valutor mot svenska kronor;1 NOK;1,03207
2017-11-08;Valutor mot svenska kronor;1 NOK;1,0263
2017-11-09;Valutor mot svenska kronor;1 NOK;1,02711
2017-11-10;Valutor mot svenska kronor;1 NOK;1,02994
2017-11-13;Valutor mot svenska kronor;1 NOK;1,02924
2017-11-14;Valutor mot svenska kronor;1 NOK;1,02912
2017-11-15;Valutor mot svenska kronor;1 NOK;1,02465
2017-11-16;Valutor mot svenska kronor;1 NOK;1,02404
2017-11-17;Valutor mot svenska kronor;1 NOK;1,02486
2017-11-20;Valutor mot svenska kronor;1 NOK;1,02179
2017-11-21;Valutor mot svenska kronor;1 NOK;1,02378
2017-11-22;Valutor mot svenska kronor;1 NOK;1,02903
2017-11-23;Valutor mot svenska kronor;1 NOK;1,02248
2017-11-24;Valutor mot svenska kronor;1 NOK;1,02017
2017-11-27;Valutor mot svenska kronor;1 NOK;1,01772
2017-11-28;Valutor mot svenska kronor;1 NOK;1,01775
2017-11-29;Valutor mot svenska kronor;1 NOK;1,01481
2017-11-30;Valutor mot svenska kronor;1 NOK;1,00702
2017-12-01;Valutor mot svenska kronor;1 NOK;1,00673
2017-12-04;Valutor mot svenska kronor;1 NOK;1,01107
2017-12-05;Valutor mot svenska kronor;1 NOK;1,00967
2017-12-06;Valutor mot svenska kronor;1 NOK;1,01392
2017-12-07;Valutor mot svenska kronor;1 NOK;1,01843
2017-12-08;Valutor mot svenska kronor;1 NOK;1,02073
2017-12-11;Valutor mot svenska kronor;1 NOK;1,01324
2017-12-12;Valutor mot svenska kronor;1 NOK;1,01265
2017-12-13;Valutor mot svenska kronor;1 NOK;1,01084
2017-12-14;Valutor mot svenska kronor;1 NOK;1,00834
2017-12-15;Valutor mot svenska kronor;1 NOK;1,01723
2017-12-18;Valutor mot svenska kronor;1 NOK;1,01264
2017-12-19;Valutor mot svenska kronor;1 NOK;1,00654
2017-12-20;Valutor mot svenska kronor;1 NOK;1,00282
2017-12-21;Valutor mot svenska kronor;1 NOK;1,00109
2017-12-22;Valutor mot svenska kronor;1 NOK;1,00248
2017-12-27;Valutor mot svenska kronor;1 NOK;1,0028
2017-12-28;Valutor mot svenska kronor;1 NOK;1,00144
2017-12-29;Valutor mot svenska kronor;1 NOK;1,00105
2018-01-02;Valutor mot svenska kronor;1 NOK;1,00188
2018-01-03;Valutor mot svenska kronor;1 NOK;1,00604
2018-01-04;Valutor mot svenska kronor;1 NOK;1,00716
2018-01-05;Valutor mot svenska kronor;1 NOK;1,00777
2018-01-08;Valutor mot svenska kronor;1 NOK;1,01266
2018-01-09;Valutor mot svenska kronor;1 NOK;1,01617
2018-01-10;Valutor mot svenska kronor;1 NOK;1,01874
2018-01-11;Valutor mot svenska kronor;1 NOK;1,01568
2018-01-12;Valutor mot svenska kronor;1 NOK;1,01462
2018-01-15;Valutor mot svenska kronor;1 NOK;1,01768
2018-01-16;Valutor mot svenska kronor;1 NOK;1,01805
2018-01-17;Valutor mot svenska kronor;1 NOK;1,02233
2018-01-18;Valutor mot svenska kronor;1 NOK;1,0211
2018-01-19;Valutor mot svenska kronor;1 NOK;1,02174
2018-01-22;Valutor mot svenska kronor;1 NOK;1,02373
2018-01-23;Valutor mot svenska kronor;1 NOK;1,02106
2018-01-24;Valutor mot svenska kronor;1 NOK;1,02382
2018-01-25;Valutor mot svenska kronor;1 NOK;1,02314
2018-01-26;Valutor mot svenska kronor;1 NOK;1,02483
2018-01-29;Valutor mot svenska kronor;1 NOK;1,0236
2018-01-30;Valutor mot svenska kronor;1 NOK;1,02169
2018-01-31;Valutor mot svenska kronor;1 NOK;1,02038
2018-02-01;Valutor mot svenska kronor;1 NOK;1,02477
2018-02-02;Valutor mot svenska kronor;1 NOK;1,02671
2018-02-05;Valutor mot svenska kronor;1 NOK;1,02192
2018-02-06;Valutor mot svenska kronor;1 NOK;1,01815
2018-02-07;Valutor mot svenska kronor;1 NOK;1,01707
2018-02-08;Valutor mot svenska kronor;1 NOK;1,02099
2018-02-09;Valutor mot svenska kronor;1 NOK;1,01802
2018-02-12;Valutor mot svenska kronor;1 NOK;1,01569
2018-02-13;Valutor mot svenska kronor;1 NOK;1,0211
2018-02-14;Valutor mot svenska kronor;1 NOK;1,0192
2018-02-15;Valutor mot svenska kronor;1 NOK;1,02056
2018-02-16;Valutor mot svenska kronor;1 NOK;1,02325
2018-02-19;Valutor mot svenska kronor;1 NOK;1,02468
2018-02-20;Valutor mot svenska kronor;1 NOK;1,02801
2018-02-21;Valutor mot svenska kronor;1 NOK;1,03085
2018-02-22;Valutor mot svenska kronor;1 NOK;1,03133
2018-02-23;Valutor mot svenska kronor;1 NOK;1,03322
2018-02-26;Valutor mot svenska kronor;1 NOK;1,04077
2018-02-27;Valutor mot svenska kronor;1 NOK;1,04276
2018-02-28;Valutor mot svenska kronor;1 NOK;1,04373
2018-03-01;Valutor mot svenska kronor;1 NOK;1,0477
2018-03-02;Valutor mot svenska kronor;1 NOK;1,05122
2018-03-05;Valutor mot svenska kronor;1 NOK;1,05621
2018-03-06;Valutor mot svenska kronor;1 NOK;1,05791
2018-03-07;Valutor mot svenska kronor;1 NOK;1,0557
2018-03-08;Valutor mot svenska kronor;1 NOK;1,05421
2018-03-09;Valutor mot svenska kronor;1 NOK;1,05765
2018-03-12;Valutor mot svenska kronor;1 NOK;1,05982
2018-03-13;Valutor mot svenska kronor;1 NOK;1,06288
2018-03-14;Valutor mot svenska kronor;1 NOK;1,06197
2018-03-15;Valutor mot svenska kronor;1 NOK;1,05829
2018-03-16;Valutor mot svenska kronor;1 NOK;1,06206
2018-03-19;Valutor mot svenska kronor;1 NOK;1,06163
2018-03-20;Valutor mot svenska kronor;1 NOK;1,06079
2018-03-21;Valutor mot svenska kronor;1 NOK;1,06154
2018-03-22;Valutor mot svenska kronor;1 NOK;1,06303
2018-03-23;Valutor mot svenska kronor;1 NOK;1,06451
2018-03-26;Valutor mot svenska kronor;1 NOK;1,06441
2018-03-27;Valutor mot svenska kronor;1 NOK;1,06758
2018-03-28;Valutor mot svenska kronor;1 NOK;1,06547
2018-03-29;Valutor mot svenska kronor;1 NOK;1,06264
2018-04-03;Valutor mot svenska kronor;1 NOK;1,06579
2018-04-04;Valutor mot svenska kronor;1 NOK;1,07044
2018-04-05;Valutor mot svenska kronor;1 NOK;1,07578
2018-04-06;Valutor mot svenska kronor;1 NOK;1,07417
2018-04-09;Valutor mot svenska kronor;1 NOK;1,07173
2018-04-10;Valutor mot svenska kronor;1 NOK;1,06959
2018-04-11;Valutor mot svenska kronor;1 NOK;1,06603
2018-04-12;Valutor mot svenska kronor;1 NOK;1,07439
2018-04-13;Valutor mot svenska kronor;1 NOK;1,08398
2018-04-16;Valutor mot svenska kronor;1 NOK;1,08575
2018-04-17;Valutor mot svenska kronor;1 NOK;1,0828
2018-04-18;Valutor mot svenska kronor;1 NOK;1,08213
2018-04-19;Valutor mot svenska kronor;1 NOK;1,08265
2018-04-20;Valutor mot svenska kronor;1 NOK;1,07935
2018-04-23;Valutor mot svenska kronor;1 NOK;1,0791
2018-04-24;Valutor mot svenska kronor;1 NOK;1,07893
2018-04-25;Valutor mot svenska kronor;1 NOK;1,07675
2018-04-26;Valutor mot svenska kronor;1 NOK;1,07274
2018-04-27;Valutor mot svenska kronor;1 NOK;1,08552
2018-04-30;Valutor mot svenska kronor;1 NOK;1,08759
2018-05-02;Valutor mot svenska kronor;1 NOK;1,09491
2018-05-03;Valutor mot svenska kronor;1 NOK;1,09878
2018-05-04;Valutor mot svenska kronor;1 NOK;1,09576
2018-05-07;Valutor mot svenska kronor;1 NOK;1,09557
2018-05-08;Valutor mot svenska kronor;1 NOK;1,09371
2018-05-09;Valutor mot svenska kronor;1 NOK;1,08239
2018-05-11;Valutor mot svenska kronor;1 NOK;1,07956
2018-05-14;Valutor mot svenska kronor;1 NOK;1,07572
2018-05-15;Valutor mot svenska kronor;1 NOK;1,07717
2018-05-16;Valutor mot svenska kronor;1 NOK;1,07242
2018-05-17;Valutor mot svenska kronor;1 NOK;1,07653
2018-05-18;Valutor mot svenska kronor;1 NOK;1,07516
2018-05-21;Valutor mot svenska kronor;1 NOK;1,07933
2018-05-22;Valutor mot svenska kronor;1 NOK;1,07698
2018-05-23;Valutor mot svenska kronor;1 NOK;1,07928
2018-05-24;Valutor mot svenska kronor;1 NOK;1,08332
2018-05-25;Valutor mot svenska kronor;1 NOK;1,07767
2018-05-28;Valutor mot svenska kronor;1 NOK;1,07127
2018-05-29;Valutor mot svenska kronor;1 NOK;1,07757
2018-05-30;Valutor mot svenska kronor;1 NOK;1,07903
2018-05-31;Valutor mot svenska kronor;1 NOK;1,07692
2018-06-01;Valutor mot svenska kronor;1 NOK;1,07735
2018-06-04;Valutor mot svenska kronor;1 NOK;1,07922
2018-06-05;Valutor mot svenska kronor;1 NOK;1,07902
2018-06-07;Valutor mot svenska kronor;1 NOK;1,07939
2018-06-08;Valutor mot svenska kronor;1 NOK;1,0812
2018-06-11;Valutor mot svenska kronor;1 NOK;1,08025
2018-06-12;Valutor mot svenska kronor;1 NOK;1,07636
2018-06-13;Valutor mot svenska kronor;1 NOK;1,074
2018-06-14;Valutor mot svenska kronor;1 NOK;1,07398
2018-06-15;Valutor mot svenska kronor;1 NOK;1,07619
2018-06-18;Valutor mot svenska kronor;1 NOK;1,0816
2018-06-19;Valutor mot svenska kronor;1 NOK;1,08815
2018-06-20;Valutor mot svenska kronor;1 NOK;1,08871
2018-06-21;Valutor mot svenska kronor;1 NOK;1,08646
2018-06-25;Valutor mot svenska kronor;1 NOK;1,09563
2018-06-26;Valutor mot svenska kronor;1 NOK;1,08983
2018-06-27;Valutor mot svenska kronor;1 NOK;1,09274
2018-06-28;Valutor mot svenska kronor;1 NOK;1,09758
2018-06-29;Valutor mot svenska kronor;1 NOK;1,10022
2018-07-02;Valutor mot svenska kronor;1 NOK;1,09751
2018-07-03;Valutor mot svenska kronor;1 NOK;1,09447
2018-07-04;Valutor mot svenska kronor;1 NOK;1,08339
2018-07-05;Valutor mot svenska kronor;1 NOK;1,08173
2018-07-06;Valutor mot svenska kronor;1 NOK;1,08789
2018-07-09;Valutor mot svenska kronor;1 NOK;1,08534
2018-07-10;Valutor mot svenska kronor;1 NOK;1,09143
2018-07-11;Valutor mot svenska kronor;1 NOK;1,09054
2018-07-12;Valutor mot svenska kronor;1 NOK;1,0882
2018-07-13;Valutor mot svenska kronor;1 NOK;1,09386
2018-07-16;Valutor mot svenska kronor;1 NOK;1,09286
2018-07-17;Valutor mot svenska kronor;1 NOK;1,0881
2018-07-18;Valutor mot svenska kronor;1 NOK;1,08412
2018-07-19;Valutor mot svenska kronor;1 NOK;1,08346
2018-07-20;Valutor mot svenska kronor;1 NOK;1,08362
2018-07-23;Valutor mot svenska kronor;1 NOK;1,08283
2018-07-24;Valutor mot svenska kronor;1 NOK;1,08118
2018-07-25;Valutor mot svenska kronor;1 NOK;1,07807
2018-07-26;Valutor mot svenska kronor;1 NOK;1,07629
2018-07-27;Valutor mot svenska kronor;1 NOK;1,07674
2018-07-30;Valutor mot svenska kronor;1 NOK;1,0744
2018-07-31;Valutor mot svenska kronor;1 NOK;1,07676
2018-08-01;Valutor mot svenska kronor;1 NOK;1,078
2018-08-02;Valutor mot svenska kronor;1 NOK;1,07723
2018-08-03;Valutor mot svenska kronor;1 NOK;1,08131
2018-08-06;Valutor mot svenska kronor;1 NOK;1,07954
2018-08-07;Valutor mot svenska kronor;1 NOK;1,08526
2018-08-08;Valutor mot svenska kronor;1 NOK;1,08704
2018-08-09;Valutor mot svenska kronor;1 NOK;1,09012
2018-08-10;Valutor mot svenska kronor;1 NOK;1,08464
2018-08-13;Valutor mot svenska kronor;1 NOK;1,09124
2018-08-14;Valutor mot svenska kronor;1 NOK;1,09045
2018-08-15;Valutor mot svenska kronor;1 NOK;1,08724
2018-08-16;Valutor mot svenska kronor;1 NOK;1,0883
2018-08-17;Valutor mot svenska kronor;1 NOK;1,08462
2018-08-20;Valutor mot svenska kronor;1 NOK;1,08387
2018-08-21;Valutor mot svenska kronor;1 NOK;1,083
2018-08-22;Valutor mot svenska kronor;1 NOK;1,0844
2018-08-23;Valutor mot svenska kronor;1 NOK;1,08517
2018-08-24;Valutor mot svenska kronor;1 NOK;1,09131
2018-08-27;Valutor mot svenska kronor;1 NOK;1,09311
2018-08-28;Valutor mot svenska kronor;1 NOK;1,09479
2018-08-29;Valutor mot svenska kronor;1 NOK;1,09612
2018-08-30;Valutor mot svenska kronor;1 NOK;1,09501
2018-08-31;Valutor mot svenska kronor;1 NOK;1,0929
2018-09-03;Valutor mot svenska kronor;1 NOK;1,09063
2018-09-04;Valutor mot svenska kronor;1 NOK;1,0869
2018-09-05;Valutor mot svenska kronor;1 NOK;1,08314
2018-09-06;Valutor mot svenska kronor;1 NOK;1,08017
2018-09-07;Valutor mot svenska kronor;1 NOK;1,08005
2018-09-10;Valutor mot svenska kronor;1 NOK;1,07507
2018-09-11;Valutor mot svenska kronor;1 NOK;1,08074
2018-09-12;Valutor mot svenska kronor;1 NOK;1,08658
2018-09-13;Valutor mot svenska kronor;1 NOK;1,08898
2018-09-14;Valutor mot svenska kronor;1 NOK;1,0921
2018-09-17;Valutor mot svenska kronor;1 NOK;1,09688
2018-09-18;Valutor mot svenska kronor;1 NOK;1,08989
2018-09-19;Valutor mot svenska kronor;1 NOK;1,09052
2018-09-20;Valutor mot svenska kronor;1 NOK;1,08845
2018-09-21;Valutor mot svenska kronor;1 NOK;1,07814
2018-09-24;Valutor mot svenska kronor;1 NOK;1,07981
2018-09-25;Valutor mot svenska kronor;1 NOK;1,07936
2018-09-26;Valutor mot svenska kronor;1 NOK;1,08448
2018-09-27;Valutor mot svenska kronor;1 NOK;1,08801
2018-09-28;Valutor mot svenska kronor;1 NOK;1,08585
2018-10-01;Valutor mot svenska kronor;1 NOK;1,09119
2018-10-02;Valutor mot svenska kronor;1 NOK;1,09881
2018-10-03;Valutor mot svenska kronor;1 NOK;1,10078
2018-10-04;Valutor mot svenska kronor;1 NOK;1,09864
2018-10-05;Valutor mot svenska kronor;1 NOK;1,09748
2018-10-08;Valutor mot svenska kronor;1 NOK;1,09752
2018-10-09;Valutor mot svenska kronor;1 NOK;1,09952
2018-10-10;Valutor mot svenska kronor;1 NOK;1,1035
2018-10-11;Valutor mot svenska kronor;1 NOK;1,09996
2018-10-12;Valutor mot svenska kronor;1 NOK;1,09398
2018-10-15;Valutor mot svenska kronor;1 NOK;1,09874
2018-10-16;Valutor mot svenska kronor;1 NOK;1,09791
2018-10-17;Valutor mot svenska kronor;1 NOK;1,09329
2018-10-18;Valutor mot svenska kronor;1 NOK;1,09229
2018-10-19;Valutor mot svenska kronor;1 NOK;1,09208
2018-10-22;Valutor mot svenska kronor;1 NOK;1,09218
2018-10-23;Valutor mot svenska kronor;1 NOK;1,08974
2018-10-24;Valutor mot svenska kronor;1 NOK;1,09071
2018-10-25;Valutor mot svenska kronor;1 NOK;1,09281
2018-10-26;Valutor mot svenska kronor;1 NOK;1,09153
2018-10-29;Valutor mot svenska kronor;1 NOK;1,09425
2018-10-30;Valutor mot svenska kronor;1 NOK;1,09094
2018-10-31;Valutor mot svenska kronor;1 NOK;1,08972
2018-11-01;Valutor mot svenska kronor;1 NOK;1,08402
2018-11-02;Valutor mot svenska kronor;1 NOK;1,08247
2018-11-05;Valutor mot svenska kronor;1 NOK;1,08321
2018-11-06;Valutor mot svenska kronor;1 NOK;1,08335
2018-11-07;Valutor mot svenska kronor;1 NOK;1,08164
2018-11-08;Valutor mot svenska kronor;1 NOK;1,07842
2018-11-09;Valutor mot svenska kronor;1 NOK;1,07549
2018-11-12;Valutor mot svenska kronor;1 NOK;1,0783
2018-11-13;Valutor mot svenska kronor;1 NOK;1,07242
2018-11-14;Valutor mot svenska kronor;1 NOK;1,06777
2018-11-15;Valutor mot svenska kronor;1 NOK;1,06807
2018-11-16;Valutor mot svenska kronor;1 NOK;1,06827
2018-11-19;Valutor mot svenska kronor;1 NOK;1,06673
2018-11-20;Valutor mot svenska kronor;1 NOK;1,06252
2018-11-21;Valutor mot svenska kronor;1 NOK;1,06016
2018-11-22;Valutor mot svenska kronor;1 NOK;1,05979
2018-11-23;Valutor mot svenska kronor;1 NOK;1,05751
2018-11-26;Valutor mot svenska kronor;1 NOK;1,05746
2018-11-27;Valutor mot svenska kronor;1 NOK;1,05749
2018-11-28;Valutor mot svenska kronor;1 NOK;1,05886
2018-11-29;Valutor mot svenska kronor;1 NOK;1,05668
2018-11-30;Valutor mot svenska kronor;1 NOK;1,06175
2018-12-03;Valutor mot svenska kronor;1 NOK;1,06111
2018-12-04;Valutor mot svenska kronor;1 NOK;1,05705
2018-12-05;Valutor mot svenska kronor;1 NOK;1,0588
2018-12-06;Valutor mot svenska kronor;1 NOK;1,05352
2018-12-07;Valutor mot svenska kronor;1 NOK;1,05553
2018-12-10;Valutor mot svenska kronor;1 NOK;1,06649
2018-12-11;Valutor mot svenska kronor;1 NOK;1,06257
2018-12-12;Valutor mot svenska kronor;1 NOK;1,06073
2018-12-13;Valutor mot svenska kronor;1 NOK;1,05799
2018-12-14;Valutor mot svenska kronor;1 NOK;1,05638
2018-12-17;Valutor mot svenska kronor;1 NOK;1,05286
2018-12-18;Valutor mot svenska kronor;1 NOK;1,0441
2018-12-19;Valutor mot svenska kronor;1 NOK;1,03892
2018-12-20;Valutor mot svenska kronor;1 NOK;1,03762
2018-12-21;Valutor mot svenska kronor;1 NOK;1,03546
2018-12-27;Valutor mot svenska kronor;1 NOK;1,03497
2018-12-28;Valutor mot svenska kronor;1 NOK;1,02448
2019-01-02;Valutor mot svenska kronor;1 NOK;1,02874
2019-01-03;Valutor mot svenska kronor;1 NOK;1,03252
2019-01-04;Valutor mot svenska kronor;1 NOK;1,03765
2019-01-07;Valutor mot svenska kronor;1 NOK;1,042
2019-01-08;Valutor mot svenska kronor;1 NOK;1,04112
2019-01-09;Valutor mot svenska kronor;1 NOK;1,04484
2019-01-10;Valutor mot svenska kronor;1 NOK;1,04899
2019-01-11;Valutor mot svenska kronor;1 NOK;1,04946
2019-01-14;Valutor mot svenska kronor;1 NOK;1,04493
2019-01-15;Valutor mot svenska kronor;1 NOK;1,0479
2019-01-16;Valutor mot svenska kronor;1 NOK;1,05052
2019-01-17;Valutor mot svenska kronor;1 NOK;1,05382
2019-01-18;Valutor mot svenska kronor;1 NOK;1,05468
2019-01-21;Valutor mot svenska kronor;1 NOK;1,05216
2019-01-22;Valutor mot svenska kronor;1 NOK;1,05105
2019-01-23;Valutor mot svenska kronor;1 NOK;1,05025
2019-01-24;Valutor mot svenska kronor;1 NOK;1,05276
2019-01-25;Valutor mot svenska kronor;1 NOK;1,06085
2019-01-28;Valutor mot svenska kronor;1 NOK;1,06299
2019-01-29;Valutor mot svenska kronor;1 NOK;1,06487
2019-01-30;Valutor mot svenska kronor;1 NOK;1,06851
2019-01-31;Valutor mot svenska kronor;1 NOK;1,0727
2019-02-01;Valutor mot svenska kronor;1 NOK;1,0719
2019-02-04;Valutor mot svenska kronor;1 NOK;1,07232
2019-02-05;Valutor mot svenska kronor;1 NOK;1,07699
2019-02-06;Valutor mot svenska kronor;1 NOK;1,07555
2019-02-07;Valutor mot svenska kronor;1 NOK;1,0773
2019-02-08;Valutor mot svenska kronor;1 NOK;1,07699
2019-02-11;Valutor mot svenska kronor;1 NOK;1,06904
2019-02-12;Valutor mot svenska kronor;1 NOK;1,06842
2019-02-13;Valutor mot svenska kronor;1 NOK;1,07268
2019-02-14;Valutor mot svenska kronor;1 NOK;1,07137
2019-02-15;Valutor mot svenska kronor;1 NOK;1,07424
2019-02-18;Valutor mot svenska kronor;1 NOK;1,0741
2019-02-19;Valutor mot svenska kronor;1 NOK;1,08027
2019-02-20;Valutor mot svenska kronor;1 NOK;1,0856
2019-02-21;Valutor mot svenska kronor;1 NOK;1,08305
2019-02-22;Valutor mot svenska kronor;1 NOK;1,08422
2019-02-25;Valutor mot svenska kronor;1 NOK;1,08442
2019-02-26;Valutor mot svenska kronor;1 NOK;1,0815
2019-02-27;Valutor mot svenska kronor;1 NOK;1,08356
2019-02-28;Valutor mot svenska kronor;1 NOK;1,08176
2019-03-01;Valutor mot svenska kronor;1 NOK;1,08012
2019-03-04;Valutor mot svenska kronor;1 NOK;1,08003
2019-03-05;Valutor mot svenska kronor;1 NOK;1,07831
2019-03-06;Valutor mot svenska kronor;1 NOK;1,07415
2019-03-07;Valutor mot svenska kronor;1 NOK;1,07322
